titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt0000929	1	Willys Streiche: Klebolin klebt alles	DE	\N	alternative	\N	0
tt0000929	2	Klebolin klebt alles	\N	\N	original	\N	1
tt0000929	3	Klebolin klebt alles	DE	\N	imdbDisplay	\N	0
tt0000977	1	Mutterliebe	\N	\N	original	\N	1
tt0000977	2	Mutterliebe	DE	\N	imdbDisplay	\N	0
tt0015414	1	La tierra de los toros	ES	\N	imdbDisplay	\N	0
tt0015414	2	La tierra de los toros	\N	\N	original	\N	1
tt0015414	3	La terre des taureaux	FR	\N	imdbDisplay	\N	0
tt0015414	4	The Land of the Bulls	XWW	en	\N	informal literal English title	0
tt0015414	5	La Terre des taureaux	FR	\N	alternative	\N	0
tt0015724	1	Dama de noche	MX	\N	imdbDisplay	\N	0
tt0015724	2	Dama de noche	\N	\N	original	\N	1
tt0015724	3	Éjszakai gyilkosság	HU	\N	imdbDisplay	\N	0
tt0015724	4	Lady of the Night	\N	\N	\N	\N	0
tt0034841	1	Hen Hop	\N	\N	original	\N	1
tt0034841	2	Hen Hop	FR	\N	imdbDisplay	\N	0
tt0034841	3	To pidima tis kotas	GR	\N	festival	\N	0
tt0034841	4	Hen Hop	CA	\N	\N	\N	0
tt0038086	1	Shiva und die Galgenblume	DE	\N	imdbDisplay	\N	0
tt0038086	2	Shiva und die Galgenblume	\N	\N	original	\N	1
tt0040844	1	Crossroads of Laredo	\N	\N	original	\N	1
tt0040844	2	The Streets of Laredo	US	\N	working	\N	0
tt0040844	3	Crossroads of Laredo	US	\N	imdbDisplay	\N	0
tt0059325	1	Jahrgang '45	DDDE	\N	imdbDisplay	\N	0
tt0059325	2	Génération 45	FR	\N	festival	\N	0
tt0059325	3	Generazione 45	IT	\N	imdbDisplay	\N	0
tt0059325	4	Jahrgang 45	\N	\N	original	\N	1
tt0059325	5	Rocník 45	CSHH	\N	festival	\N	0
tt0059325	6	Born in '45	US	\N	\N	\N	0
tt0059325	7	Nascido em 1945	BR	\N	imdbDisplay	\N	0
tt0059325	8	Jahrgang 45	DE	\N	imdbDisplay	\N	0
tt0059900	1	Wenn du groß bist, lieber Adam	DE	\N	imdbDisplay	\N	0
tt0059900	2	Wenn du groß bist, lieber Adam	DDDE	\N	imdbDisplay	\N	0
tt0059900	3	Wenn du groß bist, lieber Adam	\N	\N	original	\N	1
tt0059900	4	When You Grow Up, Dear Adam	US	\N	video	\N	0
tt0065188	1	Vojtech, receny sirotek	\N	\N	original	\N	1
tt0065188	2	Vojtech, Called the Orphan	\N	\N	\N	\N	0
tt0065188	3	Vojtech, receny sirotek	CSHH	\N	imdbDisplay	\N	0
tt0067460	1	My Kingdom For...	\N	\N	original	\N	1
tt0067460	2	My Kingdom for...	US	\N	imdbDisplay	\N	0
tt0068494	1	Domo Arigato	US	\N	imdbDisplay	\N	0
tt0068494	2	Thank You Very Much	\N	\N	\N	\N	0
tt0068494	3	Domo Arigato	\N	\N	original	\N	1
tt0068494	4	Arch Oboler's Domo Arigato	US	\N	\N	long title	0
tt0070501	1	Little White Dove	US	\N	imdbDisplay	\N	0
tt0070501	2	Palomita blanca	\N	\N	original	\N	1
tt0070501	3	Little White Dove	GB	\N	imdbDisplay	\N	0
tt0070501	4	Biała gołąbka	PL	\N	imdbDisplay	\N	0
tt0070501	5	Palomita Blanca	CL	\N	imdbDisplay	\N	0
tt0070501	6	Little White Dove	XWW	en	imdbDisplay	\N	0
tt0073481	1	Silloin ennen	FI	\N	\N	\N	0
tt0073481	2	Old Times	\N	\N	original	\N	1
tt0073481	3	Old Times	GB	\N	\N	\N	0
tt0077432	1	Dip huet kei bing	HK	yue	imdbDisplay	\N	0
tt0077432	2	Dip huet kei bing	\N	\N	original	\N	1
tt0077432	3	Bloody Hero	HK	en	imdbDisplay	\N	0
tt0077432	4	Die xue qi bing	HK	cmn	imdbDisplay	\N	0
tt0077432	5	Bloody Hero	XWW	en	imdbDisplay	\N	0
tt0078006	1	Norman and the Killer	US	\N	imdbDisplay	\N	0
tt0078006	2	Norman and the Killer	\N	\N	original	\N	1
tt0080039	1	Locos del espacio	ES	\N	imdbDisplay	\N	0
tt0080039	2	No Secrets	\N	\N	\N	\N	0
tt0080039	3	No secrets	SE	\N	video	\N	0
tt0080039	4	A Touch of the Sun	GB	\N	imdbDisplay	\N	0
tt0080039	5	A Touch of the Sun	\N	\N	original	\N	1
tt0080039	6	No Secrets!	GB	\N	tv	\N	0
tt0081008	1	Kommen und gehen	\N	\N	original	\N	1
tt0081008	2	Kommen und gehen	DE	\N	imdbDisplay	\N	0
tt0081145	10	Me and the Kid	\N	\N	original	\N	1
tt0081145	11	Kid et le Truand	FR	\N	imdbDisplay	\N	0
tt0081145	12	Taking Gary Feldman	US	\N	working	\N	0
tt0081145	13	Me and the Kid	MX	\N	imdbDisplay	\N	0
tt0081145	14	Harry e Carota	IT	\N	imdbDisplay	\N	0
tt0081145	1	Eu E Meu Amigo	BR	\N	tv	\N	0
tt0081145	2	Я и ребёнок	RU	\N	imdbDisplay	\N	0
tt0081145	3	Atrévete a secuestrar un niño y verás	ES	\N	alternative	\N	0
tt0081145	4	Me and the Kid	GB	\N	imdbDisplay	\N	0
tt0081145	5	Hurra! Jag är kidnappad	SE	\N	\N	\N	0
tt0081145	6	Me and the Kid	US	\N	imdbDisplay	\N	0
tt0081145	7	Mein Freund, der Entführer	DE	\N	\N	\N	0
tt0081145	8	Аз и хлапето	BG	bg	imdbDisplay	\N	0
tt0081145	9	El chico y yo	ES	\N	\N	\N	0
tt0081436	1	Rosa Heimat - eine Landillusion	AT	\N	imdbDisplay	\N	0
tt0081436	2	Rosa Heimat - eine Landillusion	\N	\N	original	\N	1
tt0081721	10	ヴィンセントと私	JP	ja	imdbDisplay	\N	0
tt0081721	11	Vincent en ik	NL	\N	\N	informal literal title	0
tt0081721	12	Vincent and Me	GB	\N	imdbDisplay	\N	0
tt0081721	13	Vincent and Me	CA	en	imdbDisplay	\N	0
tt0081721	14	Vicente e eu	BR	\N	imdbDisplay	\N	0
tt0081721	15	Ο Βίνσεντ και εγώ	GR	\N	imdbDisplay	\N	0
tt0081721	16	Vicente y yo	MX	\N	imdbDisplay	\N	0
tt0081721	17	Vincent und ich	DE	\N	\N	\N	0
tt0081721	18	Vincent és én	HU	\N	\N	\N	0
tt0081721	19	Vincent et moi	CA	fr	imdbDisplay	\N	0
tt0081721	1	Vincent and Me	IN	en	imdbDisplay	\N	0
tt0081721	2	Vincent y yo	ES	\N	imdbDisplay	\N	0
tt0081721	3	Vincenzo ed io	IT	\N	imdbDisplay	\N	0
tt0081721	4	Vincent and Me	AU	\N	imdbDisplay	\N	0
tt0081721	5	Vincent and Me	US	\N	imdbDisplay	\N	0
tt0081721	6	Vincent et moi	\N	\N	original	\N	1
tt0081721	7	विन्सेंट और मी	IN	hi	imdbDisplay	\N	0
tt0081721	8	Vincent ja minä	FI	\N	\N	\N	0
tt0081721	9	Vincent et moi	FR	\N	imdbDisplay	\N	0
tt0082473	1	The Great Barrier Reef	GB	\N	imdbDisplay	\N	0
tt0082473	2	IMAX: The Great Barrier Reef	US	\N	video	\N	0
tt0082473	3	A korallok birodalma	HU	\N	imdbDisplay	\N	0
tt0082473	4	Great Barrier Reef	US	\N	imdbDisplay	\N	0
tt0082473	5	The Great Barrier Reef	XWW	en	imdbDisplay	\N	0
tt0082473	6	Great Barrier Reef	\N	\N	original	\N	1
tt0082473	7	The Great Barrier Reef	US	en	\N	\N	0
tt0082891	1	Peep Show	CA	\N	\N	\N	0
tt0083837	1	The Dirty Area	GB	\N	imdbDisplay	\N	0
tt0083837	2	The Dirty Area	\N	\N	original	\N	1
tt0084015	1	Moon Over Paradise	US	\N	video	\N	0
tt0084015	2	Goodbye Paradise	\N	\N	original	\N	1
tt0084015	3	Goodbye Paradise	US	\N	imdbDisplay	\N	0
tt0084447	1	Open House	CA	\N	\N	\N	0
tt0084551	1	Pu ti you hun	TW	\N	imdbDisplay	\N	0
tt0084551	2	The Buddhist Spell	XWW	en	\N	\N	0
tt0084551	3	Pu ti you hun	\N	\N	original	\N	1
tt0084638	1	Сцены из жизни Энди Уорхола	SUHH	ru	imdbDisplay	\N	0
tt0084638	2	Warhol privat	DE	\N	imdbDisplay	\N	0
tt0084638	3	Scenes from the Life of Andy Warhol: Friendships and Intersections	US	\N	imdbDisplay	\N	0
tt0084638	4	Cenas da Vida de Andy Warhol: Amizades e Interseções	BR	\N	imdbDisplay	\N	0
tt0084638	5	Scenes from the Life of Andy Warhol: Friendships and Intersections	\N	\N	original	\N	1
tt0084638	6	Escenas de la vida de Andy Warhol	VE	\N	\N	\N	0
tt0084638	7	Σκηνές από τη ζωή του Άντι Γουόρχολ: Φιλίες και συναντήσεις	GR	\N	imdbDisplay	\N	0
tt0084870	10	Memories and Confessions	US	\N	imdbDisplay	\N	0
tt0084870	11	Visita ou Memórias e Confissões	\N	\N	original	\N	1
tt0084870	12	访问：记忆与告白	CN	cmn	\N	literal title	0
tt0084870	13	Memories and Confessions	CA	en	imdbDisplay	\N	0
tt0084870	1	Visite ou Mémoires et Confessions	FR	\N	imdbDisplay	\N	0
tt0084870	2	Memories and Confessions	GB	\N	imdbDisplay	\N	0
tt0084870	3	訪問、あるいは記憶、そして告白	JP	ja	imdbDisplay	\N	0
tt0084870	4	Conversazione privata	IT	\N	imdbDisplay	\N	0
tt0084870	5	Memories and Confessions	XWW	en	imdbDisplay	\N	0
tt0084870	6	Visitas o memorias y confesiones	AR	\N	imdbDisplay	\N	0
tt0084870	7	Visit, or Memories and Confessions	DE	\N	imdbDisplay	\N	0
tt0084870	8	訪問：記憶與告白	HK	cmn	\N	literal title	0
tt0084870	9	Visita ou Memórias e Confissões	PT	\N	imdbDisplay	\N	0
tt0087306	1	Les funérailles du Larle Naba	BF	\N	imdbDisplay	\N	0
tt0087306	2	The Funeral of Larle Naba	\N	\N	\N	\N	0
tt0087306	3	Les funérailles du Larle Naba	\N	\N	original	\N	1
tt0088267	1	An Eternal Combat	HK	en	imdbDisplay	\N	0
tt0088267	2	天地玄門	TW	\N	imdbDisplay	\N	0
tt0088267	3	An Eternal Combat	XWW	en	imdbDisplay	\N	0
tt0088267	4	Tian di xuan men	\N	\N	original	\N	1
tt0088267	5	Eternal Combat	FR	\N	imdbDisplay	\N	0
tt0088283	1	Tod durch elektrischen Strom	DDDE	\N	\N	\N	0
tt0088656	1	A.D. Police File 2: The Ripper	US	\N	imdbDisplay	\N	0
tt0088656	2	Za Rippaa (The Ripper)	\N	\N	original	\N	1
tt0088656	3	Za Rippaa (The Ripper)	JP	\N	\N	\N	0
tt0088656	4	A.D. Police File 2: The Ripper	CA	en	imdbDisplay	\N	0
tt0088656	5	A.D. Police File 2: The Paradise Loop	GB	\N	\N	\N	0
tt0088656	6	A.D. Police File 2	US	\N	\N	short title	0
tt0088657	1	A.D. Police File 3: I Want Medicine...	GB	\N	\N	\N	0
tt0088657	2	Shita wo kamu otoko (The Man Who Bites His Tongue)	\N	\N	original	\N	1
tt0088657	3	AD Police Files 3: The Man Who Bites His Tongue	CA	en	imdbDisplay	\N	0
tt0088657	4	Shita wo kamu otoko (The Man Who Bites His Tongue)	JP	\N	\N	\N	0
tt0088657	5	AD Police Files 3: The Man Who Bites His Tongue	US	\N	imdbDisplay	\N	0
tt0089043	1	The Double Burden: Three Generations of Working Mothers	\N	\N	original	\N	1
tt0089043	2	The Double Burden: Three Generations of Working Mothers	GB	\N	imdbDisplay	\N	0
tt0089043	3	The Double Burden: Three Generations of Working Mothers	US	\N	imdbDisplay	\N	0
tt0090000	1	Sexos húmedos al sol	ES	\N	imdbDisplay	\N	0
tt0090000	2	Wet Sexes in the Sun	XWW	en	imdbDisplay	\N	0
tt0090000	3	Wet Sexes in the Sun	GB	\N	imdbDisplay	\N	0
tt0090000	4	Wet Sexes in the Sun	US	\N	imdbDisplay	\N	0
tt0090000	5	Sexos húmedos al sol	\N	\N	original	\N	1
tt0090144	1	Le temps des bouffons	CA	\N	\N	\N	0
tt0090665	10	Asfour Stah	TW	\N	imdbDisplay	\N	0
tt0090665	11	Halfaouine - bag sløret	DK	\N	imdbDisplay	\N	0
tt0090665	12	Halfaouine, l'enfant des terrasses	FR	\N	imdbDisplay	\N	0
tt0090665	13	Asfour Stah	AE	\N	imdbDisplay	\N	0
tt0090665	14	Halfaouine: Child of the Terraces	XWW	en	alternative	\N	0
tt0090665	15	Halfaouine: Boy of the Terraces	XWW	en	imdbDisplay	\N	0
tt0090665	16	Halfaouine Boy of the Terraces	CA	en	imdbDisplay	\N	0
tt0090665	17	Scott Pilgrim vs. los ex de la chica de sus sueños	EC	\N	imdbDisplay	\N	0
tt0090665	18	Il ragazzo delle terrazze	IT	\N	imdbDisplay	\N	0
tt0090665	19	Halfaouine: Boy of the Terraces	SG	en	imdbDisplay	\N	0
tt0090665	1	Halfaouine: Boy of the Terraces	NL	\N	imdbDisplay	\N	0
tt0090665	20	Asfour Stah	EC	\N	imdbDisplay	\N	0
tt0090665	21	Halfaouine: Boy of the Terraces	PH	en	imdbDisplay	\N	0
tt0090665	22	Asfour Stah	TR	tr	imdbDisplay	\N	0
tt0090665	23	Halfaouine: Boy of the Terraces	US	\N	imdbDisplay	\N	0
tt0090665	24	Halfaouine - Zeit der Träume	XWG	\N	\N	\N	0
tt0090665	25	Halfaouine: L'enfant des terrasses	CA	fr	imdbDisplay	\N	0
tt0090665	26	Halfaouine: Boy of the Terraces	IN	en	imdbDisplay	\N	0
tt0090665	27	Halfaouine: Boy of the Terraces	IL	en	imdbDisplay	\N	0
tt0090665	28	Halfaouine	SE	\N	festival	\N	0
tt0090665	29	Halfaouine: L'Enfant des Terrasses	TN	fr	imdbDisplay	\N	0
tt0090665	2	Мальчик на крыше	SUHH	ru	imdbDisplay	\N	0
tt0090665	30	Asfour Stah	KR	\N	imdbDisplay	\N	0
tt0090665	31	Asfour Stah	ID	en	imdbDisplay	\N	0
tt0090665	32	Halfaouine: Boy of the Terraces	AU	\N	imdbDisplay	\N	0
tt0090665	33	Halfaouine: Boy of the Terraces	IN	hi	imdbDisplay	\N	0
tt0090665	34	Halfaouine. El niño de las terrazas	MX	\N	imdbDisplay	\N	0
tt0090665	35	Halfaouine - Das Kind der Dächer	XWG	\N	\N	\N	0
tt0090665	36	Halfaouine: Boy of the Terraces	TH	en	imdbDisplay	\N	0
tt0090665	37	Halfaouine: Boy of the Terraces	GB	\N	imdbDisplay	\N	0
tt0090665	38	Asfour Stah	JP	ja	imdbDisplay	\N	0
tt0090665	3	Asfour Stah	ZA	en	imdbDisplay	\N	0
tt0090665	4	Halfaouine. El niño de las terrazas	ES	\N	imdbDisplay	\N	0
tt0090665	5	Asfour Stah	\N	\N	original	\N	1
tt0090665	6	Veden poika	FI	\N	\N	\N	0
tt0090665	7	Halfaouine - dziecko tarasów	PL	\N	imdbDisplay	\N	0
tt0090665	8	Halfaouine: Boy of the Terraces	EG	en	imdbDisplay	\N	0
tt0090665	9	Halfaouine - bakom slöjan	SE	\N	imdbDisplay	\N	0
tt0090785	1	Call Me Mr Brown	AU	\N	\N	alternative spelling	0
tt0090785	2	Call Me Mister Brown	AU	\N	\N	alternative spelling	0
tt0090785	3	Call Me Mr. Brown	US	\N	imdbDisplay	\N	0
tt0090785	4	Call Me Mr. Brown	\N	\N	original	\N	1
tt0090785	5	Call Me Mr. Brown	GB	\N	imdbDisplay	\N	0
tt0090785	6	Call Me Mr. Brown	AU	\N	imdbDisplay	\N	0
tt0090869	1	Comando terrorista	\N	\N	original	\N	1
tt0090869	2	Comando terrorista	ES	\N	imdbDisplay	\N	0
tt0091490	1	Martina's Playhouse	\N	\N	original	\N	1
tt0091490	2	Martina's Playhouse	US	\N	imdbDisplay	\N	0
tt0091899	1	The Scarlet Scorpion	XWW	en	imdbDisplay	\N	0
tt0091899	2	O Escorpião Escarlate	\N	\N	original	\N	1
tt0091899	3	The Scarlet Scorpion	GB	\N	imdbDisplay	\N	0
tt0091899	4	The Scarlet Scorpion	US	\N	imdbDisplay	\N	0
tt0091899	5	O Escorpião Escarlate	BR	\N	imdbDisplay	\N	0
tt0091899	6	Punainen skorpioni	FI	\N	tv	\N	0
tt0092024	1	The Dream of Tangiers	\N	\N	\N	\N	0
tt0092024	2	El sueño de Tánger	IN	en	imdbDisplay	\N	0
tt0092024	3	El sueño de Tánger	ES	\N	imdbDisplay	\N	0
tt0092024	4	El sueño de Tánger	\N	\N	original	\N	1
tt0092507	1	Abhimanyu	\N	\N	original	\N	1
tt0092507	2	Abhimanyu	IN	en	imdbDisplay	\N	0
tt0092589	1	Alucinación	ES	\N	imdbDisplay	\N	0
tt0092589	2	Des Teufels Unschuld	XWG	\N	\N	\N	0
tt0092589	3	Astonished	\N	\N	original	\N	1
tt0092589	4	Döbbenet	HU	\N	imdbDisplay	\N	0
tt0092589	5	Delirio a Manhattan	IT	\N	\N	\N	0
tt0092589	6	Astonished	US	\N	imdbDisplay	\N	0
tt0092589	7	Ördögi ártatlanság	HU	\N	video	\N	0
tt0092589	8	Astonished	GB	\N	imdbDisplay	\N	0
tt0092926	1	Dragon Hunt	DE	\N	imdbDisplay	\N	0
tt0092926	2	Dragon Hunt	GB	\N	imdbDisplay	\N	0
tt0092926	3	Dragon Hunt	\N	\N	original	\N	1
tt0092926	4	Dragon Hunt	CA	\N	\N	\N	0
tt0092926	5	Dragon Hunt	US	\N	imdbDisplay	\N	0
tt0092926	6	Dragon Kickboxers	FR	\N	\N	\N	0
tt0092926	7	Matomeni ekdikisi	GR	\N	tv	\N	0
tt0092926	8	Os Dragões Gêmeos	BR	\N	imdbDisplay	\N	0
tt0092984	1	Esto es un atraco	ES	\N	imdbDisplay	\N	0
tt0092984	2	Esto es un atraco	\N	\N	original	\N	1
tt0093061	1	Funkytown	\N	\N	original	\N	1
tt0093061	2	Funkytown	US	\N	imdbDisplay	\N	0
tt0093081	1	Geld	\N	\N	original	\N	1
tt0093081	2	Geld	AT	\N	imdbDisplay	\N	0
tt0093099	1	Going Equipped	GB	\N	imdbDisplay	\N	0
tt0093099	2	Going Equipped	\N	\N	original	\N	1
tt0093099	3	Lip synch: Going Equipped	SE	\N	imdbDisplay	\N	0
tt0093099	4	Going Equipped	DE	\N	imdbDisplay	\N	0
tt0093210	1	La hora 24	\N	\N	original	\N	1
tt0093210	2	La hora 24	MX	\N	imdbDisplay	\N	0
tt0093210	3	Premonición	MX	\N	alternative	\N	0
tt0093211	1	Horrorshow	\N	\N	original	\N	1
tt0093211	2	Horrorshow	GB	\N	imdbDisplay	\N	0
tt0093309	1	Jiang shi zhi zun	\N	\N	original	\N	1
tt0093309	2	彊屍至尊	HK	yue	\N	alternative spelling	0
tt0093309	3	The Ultimate Vampire	XWW	en	imdbDisplay	\N	0
tt0093309	4	靈幻家族	TW	\N	imdbDisplay	\N	0
tt0093309	5	The Ultimate Vampire	HK	en	\N	\N	0
tt0093309	6	殭屍至尊	HK	yue	imdbDisplay	\N	0
tt0093309	7	The Ultimate Vampire	GB	\N	imdbDisplay	\N	0
tt0093309	8	The Ultimate Vampire	US	\N	imdbDisplay	\N	0
tt0093508	1	禁断の青い肉体	JP	ja	imdbDisplay	\N	0
tt0093508	2	Material urbano	ES	\N	\N	dubbed version	0
tt0093508	3	Material urbà	\N	\N	original	\N	1
tt0093508	4	Material urbà	ES	\N	imdbDisplay	\N	0
tt0093572	1	Московская элегия	SUHH	ru	imdbDisplay	\N	0
tt0093572	2	Moskva-Elegi	SE	\N	imdbDisplay	\N	0
tt0093572	3	Moskovskaya elegiya	\N	\N	original	\N	1
tt0093572	4	Élégie de Moscou: Andreï Tarkovski	FR	\N	dvd	\N	0
tt0093572	5	Moskovan elegia	FI	\N	\N	\N	0
tt0093572	6	Elegía de Moscú	UY	\N	\N	original subtitled version	0
tt0093572	7	The Moscow Elegy	\N	\N	\N	\N	0
tt0093572	8	Moskiewska elegia	PL	\N	imdbDisplay	\N	0
tt0093572	9	Elegia moscovita	IT	\N	imdbDisplay	\N	0
tt0093646	1	Nonstop	FI	\N	\N	\N	0
tt0093989	1	Slaughter in Xian	GB	\N	imdbDisplay	\N	0
tt0093989	2	西安殺戮	TW	\N	imdbDisplay	\N	0
tt0093989	3	Slaughter in Xian	US	\N	imdbDisplay	\N	0
tt0093989	4	Slaughter in Xian	XWW	en	imdbDisplay	\N	0
tt0093989	5	Xian sha lu	CN	\N	\N	\N	0
tt0093989	6	Xian sha lu	\N	\N	original	\N	1
tt0094004	1	Running Hero	DE	\N	video	\N	0
tt0094004	2	Najemnik	PL	\N	\N	\N	0
tt0094004	3	Soldat de fortune	FR	\N	imdbDisplay	\N	0
tt0094004	4	Saga de Um Mercenário	BR	\N	imdbDisplay	\N	0
tt0094004	5	Soldato di ventura	IT	\N	\N	\N	0
tt0094004	6	Running Combat	\N	\N	\N	\N	0
tt0094004	7	Soldier of Fortune	\N	\N	original	\N	1
tt0094004	8	Soldier of Fortune	US	\N	imdbDisplay	\N	0
tt0094376	10	Key Witness	\N	\N	\N	\N	0
tt0094376	11	Ultra Force II	HU	\N	\N	\N	0
tt0094376	12	小蝦米對響尾蛇	TW	\N	imdbDisplay	\N	0
tt0094376	13	In the Line of Fire 3	\N	\N	\N	\N	0
